iteration,reward_mean,episode_len_mean,sample_time_s,learn_time_s,elapsed_time_s,iter_time_s
81,58.95031090579138,43.083333333333336,0.0,0.0,11740.436668157578,936.7395219802856
82,61.5328604228778,45.35185185185185,0.0,0.0,12670.517515420914,930.0643200874329
83,60.049549789267,43.05555555555556,0.0,0.0,13601.350682258606,930.8166460990906
84,61.76782342723467,44.94444444444444,0.0,0.0,14532.624748468399,931.2532727718353
85,62.39504070264554,46.80555555555556,0.0,0.0,15463.294182777405,930.654791355133
86,58.78916383255124,43.0,0.0,0.0,16396.113305807114,932.8055603504181
87,56.72705018367526,40.69444444444444,0.0,0.0,17329.26842856407,933.1292719841003
88,63.98393235093201,46.94444444444444,0.0,0.0,18263.185470342636,933.9027667045593
89,57.8965517581567,42.416666666666664,0.0,0.0,19195.013210058212,931.802342414856
90,70.9291801393167,49.5,0.0,0.0,20128.401624679565,933.3507797718048
91,66.79807427014681,47.75,0.0,0.0,21060.74178814888,932.325336933136
92,63.082854207421256,46.861111111111114,0.0,0.0,21994.284258127213,933.5256607532501
93,58.31300254697565,43.14814814814815,0.0,0.0,22925.917214870453,931.619713306427
94,63.36712418535448,46.416666666666664,0.0,0.0,23858.765399456024,932.8330223560333
95,61.86364319897353,46.111111111111114,0.0,0.0,24792.099799633026,933.3185844421387
96,60.64222270826487,44.583333333333336,0.0,0.0,25727.91461277008,935.8001279830933
97,56.299861778336236,42.44444444444444,0.0,0.0,26661.711594581604,933.7756254673004
98,58.883685830176574,44.138888888888886,0.0,0.0,27596.04714822769,934.3175885677338
99,64.58805403791769,47.166666666666664,0.0,0.0,28527.974820375443,931.9102041721344
100,61.81721193948445,43.69444444444444,0.0,0.0,29467.882660627365,939.8715631961823
101,64.59857612073432,48.72222222222222,0.0,0.0,30403.238976955414,935.3383855819702
102,62.82177881852694,45.85185185185185,0.0,0.0,31335.413517713547,932.1577229499817
103,67.30535234251197,48.55555555555556,0.0,0.0,32270.788465499878,935.3579185009003
104,57.39525895533848,41.85185185185185,0.0,0.0,33205.854184389114,935.0504205226898
105,62.37366746235403,45.46296296296296,0.0,0.0,34138.60097193718,932.73006939888
106,62.84511880980589,46.083333333333336,0.0,0.0,35070.27016234398,931.6500263214111
107,59.241843484608225,44.02777777777778,0.0,0.0,36005.938237428665,935.6482763290405
108,61.8345503143241,46.25,0.0,0.0,36937.042542696,931.0864968299866
109,63.94416279374486,48.166666666666664,0.0,0.0,37869.820038318634,932.7585959434509
110,55.95977798616476,43.342592592592595,0.0,0.0,38800.43685913086,930.5868048667908
111,64.10723481530583,46.05555555555556,0.0,0.0,39730.477868556976,930.0257380008698
112,47.21164617557995,38.111111111111114,0.0,0.0,40660.31988739967,929.8274371623993
113,57.233219184291364,42.388888888888886,0.0,0.0,41592.201083898544,931.8655798435211
114,66.16911200474884,48.75,0.0,0.0,42523.77140331268,931.5553016662598
115,66.52100963352137,47.77777777777778,0.0,0.0,43455.087037563324,931.3026473522186
116,61.79688293626547,44.833333333333336,0.0,0.0,44386.13295698166,931.032089471817
117,54.74928142562507,41.69444444444444,0.0,0.0,45320.09936785698,933.9528818130493
118,62.592749856488226,45.833333333333336,0.0,0.0,46254.73912167549,934.6234397888184
119,61.74801380497235,46.46296296296296,0.0,0.0,47184.46198272705,929.708907365799
120,61.447568901115375,45.52777777777778,0.0,0.0,48114.01505637169,929.5263440608978
121,64.63814423880848,48.0,0.0,0.0,49044.93382573128,930.8993847370148
122,63.90023416674366,48.30555555555556,0.0,0.0,49979.25867128372,934.3055639266968
123,64.62188243405717,47.416666666666664,0.0,0.0,50909.29362535477,930.0177612304688
124,59.54708515213494,46.361111111111114,0.0,0.0,51840.33187031746,931.0196146965027
125,62.48971613240191,46.888888888888886,0.0,0.0,52772.62321305275,932.2744519710541
126,60.65559221077974,47.77777777777778,0.0,0.0,53701.85728621483,929.2212529182434
127,63.86670863733203,49.22222222222222,0.0,0.0,54633.67824935913,931.7988293170929
128,59.44950977507975,46.638888888888886,0.0,0.0,55564.721084833145,931.0289731025696
129,57.57533638062372,46.05555555555556,0.0,0.0,56497.847621679306,933.1124885082245
130,62.74506920915414,49.22222222222222,0.0,0.0,57433.37320184708,935.4987573623657
131,60.87048974977925,49.111111111111114,0.0,0.0,58363.24433684349,929.8559193611145
132,58.95474670351309,48.111111111111114,0.0,0.0,59293.93464303017,930.6694302558899
133,56.58597223333172,47.19444444444444,0.0,0.0,60229.84392666817,935.8935594558716
134,63.38310687996855,48.77777777777778,0.0,0.0,61162.69701266289,932.838399887085
135,53.946400603114725,43.5,0.0,0.0,62092.22324562073,929.5127635002136
136,57.59796660085932,45.0,0.0,0.0,63029.50441741943,937.2589108943939
137,64.58665717944469,48.02777777777778,0.0,0.0,63960.00209856033,930.4803521633148
138,62.8283426437504,47.55555555555556,0.0,0.0,64891.92267894745,931.9053316116333
139,60.808777213025714,46.333333333333336,0.0,0.0,65821.08161759377,929.1424024105072
